,Equal Weight,Minimum Variance,Maximum Sharpe,Risk Parity,SPY Benchmark
Annualized Return,0.09701610286395904,0.07114122009656917,0.09117825722849648,0.09368112533530133,0.1404717791656408
Annualized Volatility,0.13493152910532258,0.09852485986579018,0.15220435291201684,0.11388974786811919,0.18104932168013405
Sharpe Ratio,0.5707791453533674,0.5190691990451278,0.46764928772859565,0.6469513429832314,0.6654086193069663
