,Min Variance Sample Cov,Min Variance Ledoit-Wolf,Max Sharpe Sample Cov,Max Sharpe Ledoit-Wolf,SPY Benchmark
2016-02-26,-0.005789697072759421,-0.0056155203783090175,-0.0012559173026761017,-0.0012559173026761017,-0.0023013194231358
2016-02-29,0.0025274700145806843,0.002574908843434539,-0.008995937318630201,-0.008995937318630201,-0.0078425342149777
2016-03-01,-0.0002608049001479292,-0.00017931620458565885,0.032015617374328904,0.0320156173743289,0.0235069229179583
2016-03-02,0.005665713414940052,0.0058064619661905015,0.0003783221413031029,0.0003783221413031013,0.0044924536873454
2016-03-03,0.008135067455889928,0.008321562187961734,-0.0018908953389429966,-0.001890895338942999,0.0039195979899497
2016-03-04,-0.0011778380356777577,-0.001060579915850988,0.0003788955195604004,0.00037889551956039956,0.0032535789368306
2016-03-07,0.0014563225950634034,0.0016538950550243914,0.004909822854221611,0.004869818639178088,0.0007982836900664
2016-03-08,-0.0012781470238516883,-0.0015836127397165544,-0.004421951045287802,-0.0043034342274296325,-0.0109177925120893
2016-03-09,-0.0025505734372218715,-0.0025462216294088605,-0.008264857388069837,-0.008248099783508468,0.0049395161290322
2016-03-10,0.0020044080118888402,0.0018552437219608257,0.01579784799712736,0.015645364220434742,0.0008024877119068
2016-03-11,-0.0006142930131711544,-0.00043941279821136,-0.017110686336400813,-0.017056999643549668,0.0161371153653402
2016-03-14,-0.002466808775663039,-0.002529691996646197,-0.012691210364158021,-0.012569900330994583,-0.0012823042020121
2016-03-15,-0.0013408976325535809,-0.0016614452907175318,0.0007658048979608582,0.0007671339842323501,-0.0016296296296296
2016-03-16,0.008986904774238438,0.009065332498040977,0.022048039814910148,0.021901868521270185,0.0057872087846861
2016-03-17,0.0035067650893357703,0.0036797766629732085,-0.0037127339688280614,-0.003652622916129789,0.0063440542933017
2016-03-18,-4.862959713641715e-05,0.0001384300588157389,-0.0026849514664426853,-0.002648314690650781,-0.0012217172457605
2016-03-21,-0.004506966156692957,-0.004587121537523398,-0.007020133834889096,-0.0070251198708929825,0.0014189255308738
2016-03-22,0.0002556085711605976,0.0002413849346429848,0.00290145731639262,0.002877430380365505,-0.0005374505301215
2016-03-23,-0.004355468998826219,-0.00474538926149147,-0.02219496802494711,-0.021938128690873436,-0.006599530700039
2016-03-24,-0.0011520317283956617,-0.0011243098618054226,-0.002365444976156537,-0.0023443613801528555,-0.0004428915899807
2016-03-28,0.0018794616857172916,0.001922518591462374,0.00230805683218473,0.0023004272472103245,0.0005907837731391
2016-03-29,0.012657430604455776,0.013043303677571776,0.0184218334219669,0.018361017889661782,0.0092501476087383
2016-03-30,-0.0054954448698421995,-0.005553061075591818,-0.013933568180210078,-0.013907479001794659,0.0043876755070202
2016-03-31,0.002263424134140389,0.0023112985723328884,0.00464325698538454,0.004662034260606939,-0.0024269488399184
2016-04-01,-0.0005884683032102002,-0.0007359246075601266,-0.005951145847689129,-0.00590143932329931,0.0068119891008173
2016-04-04,-0.0026132809690479954,-0.0027251338011111026,-0.006577322575227915,-0.006522233904510583,-0.003237966363812
2016-04-05,0.0024218780468793022,0.0023232436379640245,0.012973974092557152,0.0129583588807129,-0.0099878787878787
2016-04-06,0.0008126665435806792,0.0008530433996643328,0.004977622912369361,0.005080696085860067,0.0109212008423527
2016-04-07,0.0030128566686268674,0.0029877339086415667,-0.001372656520201534,-0.00148508638293585,-0.0119658947776378
2016-04-08,0.0008130118011290773,0.0008988076329075321,-0.0033318777070075046,-0.0033023489452346636,0.002696739396911
2016-04-11,0.001883382054854382,0.0019448160540814833,-0.0021701092036594733,-0.002163267640569346,-0.0023471882640586
2016-04-12,0.0016977345432136475,0.0017578157931316014,0.0011363983776833356,0.001210152857106319,0.0093128124693655
2016-04-13,0.0039964231925328185,0.003974186910143849,0.007961091427882075,0.00798455223971808,0.0101010101010101
2016-04-14,-0.004346514695488489,-0.004362328823266904,-0.002493121734740312,-0.0024827507529166645,4.807692307684519e-05
2016-04-15,0.00433221858602539,0.0043134781785823285,0.0028140867893032295,0.002764589033850479,-0.0011057160713426
2016-04-18,0.0008646362582859243,0.0008905126784092077,0.0007175861542846924,0.000762255822632893,0.0070266628164405
2016-04-19,0.005528051693786819,0.005651826970693893,-0.004226817992405324,-0.004218036388858045,0.0031542726056204
2016-04-20,-0.005200972712402127,-0.005169845261342161,-0.0047771955275497545,-0.0047196854240452646,0.0009528346831824
2016-04-21,-0.0037883247045379653,-0.0037561127103970596,-0.002610398731872286,-0.002573260920131681,-0.0053783912422655
2016-04-22,-0.003653212858413244,-0.0036848535814070892,-0.009260890986635326,-0.009326512301304763,0.0
2016-04-25,-0.0022724994037667695,-0.0022580228372608346,-0.0018384710801309949,-0.0018126611365113802,-0.0017227353208594
2016-04-26,-0.00010667214686136545,-6.378184879169855e-05,-0.004507765527342076,-0.004499355211543975,0.0014860265567324
2016-04-27,0.005225221721090139,0.005187970739575289,0.0005392278889020574,0.00045374396944263315,0.002058204097262
2016-04-28,0.0014345118148455273,0.0014573644826695973,-0.003882788773127541,-0.003935323436291762,-0.0090757105326009
2016-04-29,0.003245333696123693,0.0033013898986325773,-0.001080800976535252,-0.001094901437612576,-0.005398891299108
2016-05-02,-0.0023188327302602237,-0.0022645606877491667,-0.0007679709025092612,-0.0006655277085473892,0.0079484321232976
2016-05-03,5.436052702086601e-05,-4.572592543826935e-05,0.0009799452204987688,0.0008689073641902676,-0.0087031783430302
2016-05-04,-0.0021573301446312755,-0.002230034041283338,-0.0009250503365270411,-0.000989572081580372,-0.0055781916957703
2016-05-05,0.0021187001169169608,0.0020377910407548888,0.0028212699371400547,0.002813725525234671,-0.0001951124335397
2016-05-06,0.0013629491887882056,0.0014477805229688094,0.005556819194464473,0.005574097024715698,0.0036590720593256
2016-05-09,-0.003140233323160919,-0.0032122612351071153,-0.0013061886027981862,-0.0013191666099848674,0.0008263659342795
2016-05-10,0.005656733421033225,0.005642781447261151,0.0008318209149322916,0.0008336258713598548,0.0124338238865413
2016-05-11,0.0008472812960443573,0.0008202238843178786,-0.003227440535499305,-0.003238413839145562,-0.009354761333653
2016-05-12,-0.0035052639685907274,-0.003586115161206747,-0.0017385386471388932,-0.0017356701853427255,0.0002905569007263
2016-05-13,0.0013538132912678112,0.0013522115296468935,0.0011676999672548415,0.001154599554005288,-0.0087141750580945
2016-05-16,0.0007121788950398872,0.0007914673663784871,0.0010212240153751359,0.0010370675356337388,0.0098652080484469
2016-05-17,-0.0017962243162281712,-0.0018731480826984824,-0.005291537237678412,-0.005300494465193719,-0.0093335912564077
2016-05-18,-0.009337110469010708,-0.009284050247517564,-0.015734738620308247,-0.01573768669162693,0.0002928972418843
2016-05-19,-0.0005687275480793252,-0.000654046191891914,-0.0033801953250741723,-0.0033924965335626017,-0.0034649358254843
2016-05-20,0.002782549183953804,0.002906147174267369,0.0027985481364358714,0.0028006921098618475,0.0063173359451518
2016-05-23,-0.000523768885741328,-0.0005433706692394113,-0.00013115980536941227,-0.00013585052280039452,-0.001362596720035
2016-05-24,-0.00021474290243246163,-0.00016708612624574985,-0.0021801216625011175,-0.002180812985615837,0.0129623312704059
2016-05-25,0.00110716301012867,0.0011035661594603885,-0.0020451301745232292,-0.0020424747289033013,0.0067830855823352
2016-05-26,0.00195865886473376,0.001904263636269885,0.0012955324438024647,0.0012877368190999674,0.0002866972477064
2016-05-27,-0.0015851389566345709,-0.0015410446534092448,-0.0010136333020293992,-0.0010150067612573139,0.0042992261392948
2016-05-31,0.0005528509166957656,0.0006235564224591867,0.0018961886978617194,0.0018959358212433347,-0.0019025875190259
2016-06-01,0.0008897636896581894,0.0009357202167817964,0.0006231458222901998,0.0006203902272465,0.0020491803278688
2016-06-02,0.0031252744657051983,0.0031421187830816275,0.0034713092066767344,0.003463439343480192,0.0030437057117038
2016-06-03,0.012109655168339267,0.012121656786595172,0.01464710158895151,0.014651615373620126,-0.0029870560902754
2016-06-06,-0.0012527110888605271,-0.0011944147031853107,-0.006500007763923307,-0.006495527263448127,0.0050884534905839
2016-06-07,0.002627229323492011,0.002595293155547831,0.0030255678499100025,0.003038035220241714,0.0015613910574876
2016-06-08,0.0058996903412401385,0.005959158663007166,0.006089944451419386,0.006155151909307738,0.0032596371882085
2016-06-09,0.0012638606119901809,0.0012721379120438179,0.004824587249031754,0.004829848241789014,-0.0013655412723077
2016-06-10,-0.004451535963392948,-0.0044318469495402074,0.001333552754739275,0.0013451575897589453,-0.0094775556393814
2016-06-13,-0.0009876089219012312,-0.0009669321147919743,0.0028508853729533605,0.0028914001647861727,-0.0077117151425715
2016-06-14,-0.003551356627555159,-0.003514602635562095,-0.0011185365213527074,-0.0011184328092896266,-0.0019668985368194
2016-06-15,0.003961868183234483,0.003964220903674355,0.005362902669221117,0.0054242462431458366,-0.0013939626994807
2016-06-16,0.0014206158988954855,0.0013247671667954912,0.004010163396391644,0.003938316912884303,0.0029843561973526
2016-06-17,-0.0005283279857636429,-0.0004474027949866138,-0.004077991966928497,-0.003934621225028547,-0.0088784373950184
2016-06-20,0.00010195914840465965,0.00011144419605872442,-0.006168671834586476,-0.00615264301972243,0.0064400542320355
2016-06-21,-0.0032149475432949512,-0.0033095697946930016,-0.0053407143875549,-0.005444313593984773,0.0028385855184027
2016-06-22,-0.0034028110995412584,-0.003376540129067375,0.0004846290299526057,0.00047964877573565556,-0.0016311648436
2016-06-23,0.0014836095387308328,0.0015076683415058403,-0.005251988524511406,-0.0052463583901796815,0.013022585295531
2016-06-24,-0.002925999681798068,-0.002748391640698353,0.015012273330056164,0.01521249495731647,-0.0364309093496514
2016-06-27,0.005172644370039567,0.005016764673187853,0.014714603610057702,0.014662864835190453,-0.0173780337714763
2016-06-28,0.007580131970397577,0.007498579759285924,0.007582374725094513,0.007523077282284446,0.0180360721442884
2016-06-29,0.003979481745182742,0.004072190084546741,-0.0001258622942047114,-7.015640620486367e-05,0.0170275590551181
2016-06-30,0.007938612374276604,0.007952983897900301,0.0060342799143014185,0.006041150564551623,0.0135972128133166
2016-07-01,0.008400240584331675,0.008416393784062877,0.00858829056847996,0.008584131435635245,0.0021482789898314
2016-07-05,0.001986610531839828,0.0019659465120544116,0.010972426237294334,0.011003985607905551,-0.0071932164634146
2016-07-06,0.0026171497398020374,0.002654881669715102,0.0005532204736377787,0.0005369110062968244,0.0059977928122449
2016-07-07,-0.0014012547441189657,-0.0014415462673411947,-0.0037130972362732755,-0.0038023518906332406,-0.0006200515119717
2016-07-08,0.010005525208638639,0.010005839306489132,0.010109358916468681,0.010107608964929996,0.0148904691452298
2016-07-11,-0.002492885554479183,-0.0024640750073155284,-0.00370497858674062,-0.003694567418591919,0.0035269221725839
2016-07-12,-0.006640036948863253,-0.006593089668869177,-0.010843894517131473,-0.010851423001993692,0.0072633552014993
2016-07-13,0.006815880134339026,0.0067700963907542325,0.009106766584451018,0.009110123941834587,-0.0001395673412422
2016-07-14,-0.0055286300029307725,-0.0054260499690440694,-0.011254551954936668,-0.011252132764522846,0.0055834729201564
2016-07-15,-0.005783189665176474,-0.005730687378438591,-0.004951383984679605,-0.004897030474205069,-0.0013418471219692
2016-07-18,0.0007560306766524166,0.0007857125194423165,0.0007388409315966254,0.0007479087459475357,0.0026873001899643
2016-07-19,0.001385949401822564,0.0013251458342486164,0.00453702174256355,0.004532363629078337,-0.0010165888822143
2016-07-20,-0.0024694274728122296,-0.0025308383512608365,-0.004598520870723204,-0.004712246759405454,0.0041630047643277
2016-07-21,0.0018629223563751867,0.001978041210949348,0.0038393842698185477,0.003966643629916472,-0.0038232990925423
2016-07-22,0.000925275998757932,0.0008394891784693017,0.0026377058315436384,0.002583437228586309,0.0045315823545732
2016-07-25,-0.0021806563685667023,-0.0022413297331383155,-0.0019670921861947264,-0.0020278628404737913,-0.0027158902596207
2016-07-26,0.0021901206564221396,0.0022180301565047937,-5.614250243428766e-05,-6.196196784078942e-05,0.0004615739672282
2016-07-27,0.008781832934151863,0.008799772189089746,0.006565030989072979,0.006524142151512292,-0.0010611303344867
2016-07-28,-0.0012557810781797156,-0.0012634011376941087,0.0015912683471169546,0.0016131994232270997,0.0011546277480141
2016-07-29,0.007799245176743283,0.007819795027460295,0.009830818402380113,0.009890939639715393,0.0016146145684365
2016-08-01,-0.0069325085527196404,-0.006782123487762148,-0.005467576222178645,-0.005345634589596825,-0.0008290346352247
2016-08-02,-0.005788274451084604,-0.005605203477826997,-0.009293808134749478,-0.009174849710954787,-0.0064073015580343
2016-08-03,-0.0004249440116635692,-0.00047979099832986963,-0.0021203594153800056,-0.002204783987098738,0.0029227557411273
2016-08-04,0.00492411131276048,0.004892008698301283,0.001964591480133576,0.0019209323170724872,0.0010639282079747
2016-08-05,-0.0049810563305321,-0.005066072932379562,-0.008878425299763506,-0.008912774563140899,0.0081789196432697
2016-08-08,0.0009440914195626342,0.0009316867861759104,0.00046178666384563775,0.000462130527316032,-0.0005958382986525
2016-08-09,0.00659407763560682,0.006576291499242004,0.005743085821513588,0.00573242623790045,0.0005961935335931
2016-08-10,0.002468068499255255,0.002506597509146766,0.0024055798000984993,0.0024075105005630314,-0.002475020625172
2016-08-11,-0.003092730837890998,-0.0030539316190422226,-0.007426633509179315,-0.007465104223914308,0.0046406910494394
2016-08-12,0.0031009783695718565,0.0029864898660935954,0.0024309005346942504,0.0024089740696902466,-0.0008689686713926
2016-08-15,-0.0027375879825948515,-0.002603985710873083,-0.0009129157945224711,-0.000885845739381205,0.002883823125515
2016-08-16,-0.0019306494748386398,-0.001837208266536102,-0.0020843518787965402,-0.0020893078692443634,-0.0051576977497831
2016-08-17,0.003256912200741931,0.0031873494334696286,0.0028034060441249533,0.002792517583783527,0.001881079097082
2016-08-18,0.002724235135530991,0.002770954220059616,0.0014809025560251392,0.0014743238152886344,0.002243897971333
2016-08-19,-0.005226439652087198,-0.005293028356125886,-0.006488947041880784,-0.006515836639243589,-0.0014621219044138
2016-08-22,0.003925095241793589,0.0038322642128495927,0.0029802783791644367,0.002963938163704841,-4.575821359931176e-05
2016-08-23,0.001587637525322293,0.0015887291541556198,0.0005230179989550284,0.0005160571318126306,0.0020134535304077
2016-08-24,-0.004269077745784014,-0.004339034335660801,-0.006767741866050231,-0.00678703249148747,-0.0051148559163355
2016-08-25,-0.0026973424356640774,-0.002686967344016084,-0.0004325943098562441,-0.0004015016237150864,-0.0006885471654808
2016-08-26,-0.004297830024155698,-0.004276871490403554,-0.004315782416527527,-0.004337844839426541,-0.0018833256775379
2016-08-29,0.008221221975738099,0.008097959910576802,0.006793042046468368,0.006782662827027164,0.0049242947213401
2016-08-30,-0.0038775981612008906,-0.003934843101265419,-0.00583909313002182,-0.005850295947305431,-0.0016486535995604
2016-08-31,-0.0005743568593204375,-0.0006046279648414172,-0.00028883060250362643,-0.0002928060868561303,-0.0028440366972477
2016-09-01,0.0013025098865368499,0.001387246782453726,0.0011214477223057788,0.0011191916692397602,4.600239212426693e-05
2016-09-02,7.894345139869722e-05,0.00037832700415887455,0.0006268645722040894,0.0009057507807114795,0.0045080270481623
2016-09-06,0.007022230653199367,0.007222324887003858,0.007824689540451613,0.008093826811329106,0.0030223931858772
2016-09-07,-0.0007722541845695671,-0.0007879767179209585,0.00018027938567582633,0.0002949373875035181,-9.131169246223704e-05
2016-09-08,-0.007309064735927271,-0.007290068922722368,-0.008866636652082972,-0.009056050657099574,-0.0022830007762202
2016-09-09,-0.017991509249551712,-0.01775752581422211,-0.020857872795760925,-0.02113016662933668,-0.0239348313578325
2016-09-12,0.00567491184466923,0.005458614109245426,0.006104445910092517,0.006196097190916641,0.0143473368342086
2016-09-13,-0.012389913563504901,-0.012465987452455205,-0.014395783156770162,-0.014540294870780741,-0.0143755200147915
2016-09-14,0.000895338512386526,0.0008984864460306725,0.0018939870247741473,0.002129622395291855,-0.0003751817286496
2016-09-15,0.0013233875890404823,0.0012144980541157044,0.0009685572845767645,0.001043821231269824,0.0099929627023223
2016-09-16,-0.000711995894482685,-0.0008443982773037001,0.0010753351199346054,0.0012630606798931976,-0.008872166480862
2016-09-19,-0.0007658726199424595,-0.0006083069207656986,0.00013188210080571712,0.00023879080827654694,0.0001874677789754
2016-09-20,0.002117798116305844,0.002246474785086888,0.0015025164036715564,0.0014875811450867518,4.6858160348550726e-05
2016-09-21,0.010702127073212126,0.010902102861632255,0.010574896269776594,0.010642392716684518,0.0112454315434356
2016-09-22,0.006774261901716666,0.006814485272024629,0.008383380346299707,0.008597039834421772,0.0063015475859513
2016-09-23,-0.002837999045271514,-0.0028717663025123975,-0.0013750591581305049,-0.0012351898104976944,-0.0054793259047793
2016-09-26,-0.0007430902865427622,-0.0007850552547490268,0.0006943937793904651,0.0007653746480768605,-0.0081022269549516
2016-09-27,0.00482355047006156,0.004647654201978511,0.0022501709761707203,0.0018766334540421194,0.0062079910380881
2016-09-28,0.0008440577666838152,0.0008562716685523713,0.001077655804544938,0.0010606996969369444,0.0049635849144129
2016-09-29,-0.003057282082984289,-0.003128442287681339,-0.0036061915676499396,-0.003718191704982847,-0.0090472673559821
2016-09-30,-0.0012599421891865427,-0.0012628727695975861,-0.0032891581778614442,-0.0034565743218633403,0.0075461151481275
2016-10-03,-0.0036449212449256056,-0.0036370976543968966,-0.006095736296264281,-0.006350693693375206,-0.0024040684234859
2016-10-04,-0.012341277889598852,-0.012448970528535273,-0.014562525626527923,-0.014692145591268607,-0.0050977847807952
2016-10-05,-0.00037028945391417165,-0.00037120006230808634,-0.00043793553713838566,-0.0003170449574306242,0.0044251909819266
2016-10-06,-0.003922402358527177,-0.004127786239554598,-0.004628736036118407,-0.004542701306272245,0.0006956360432222
2016-10-07,-0.0011533300567994193,-0.0011863429070182651,-0.0005533428677557382,-0.0006855217660719813,-0.003429418852535
2016-10-10,0.000138604803866375,0.00014305009218690268,0.001774895441399136,0.00186006291304725,0.0052083333333332
2016-10-11,-0.007157272831791223,-0.007198132832071834,-0.007867247042021078,-0.007911402883447913,-0.0126295336787564
2016-10-12,0.0009950081610567727,0.0009092415649603735,0.00048083475363298173,0.000569660994748137,0.001311905542801
2016-10-13,0.0005586413315594528,0.0005487569621997412,0.0004065201111280799,0.00032573724574430033,-0.0032754667540125
2016-10-14,-0.00647634573404963,-0.0063990899030413485,-0.005541044340330602,-0.005516566531810753,0.0005164076803907
2016-10-17,0.0016821592802278846,0.0016833806965707429,0.00166307588991695,0.0015800151009169431,-0.0034722222222222
2016-10-18,0.005215187967373767,0.005329187364711821,0.006273518298214388,0.006159357490116934,0.0062623599208966
2016-10-19,0.0023979393075096904,0.0024423703887777926,0.002018383941586744,0.002181263930585254,0.00266716578541
2016-10-20,-0.0006232608077694532,-0.00056830208455812,-0.0010850646185788981,-0.0011490708332940434,-0.0018667164457719
2016-10-21,0.0007772986407040114,0.0007036974576163126,0.002052020839908779,0.0018747186263382235,0.0004675518982606
2016-10-24,-0.0006751293611020239,-0.0007880262169079337,0.002553322915936793,0.002250124553904166,0.0042527339003644
2016-10-25,0.0010853667525421683,0.0012138173954937082,0.001727976354644222,0.0016396525093025937,-0.0033505514449253
2016-10-26,-0.004733309610041392,-0.004796232257134459,-0.006355330405350395,-0.00616073929147707,-0.0020077508521266
2016-10-27,-0.005294615047556182,-0.005156038223956305,-0.004645929171502349,-0.004577483285372566,-0.0026667914288388
2016-10-28,-0.001243889727731528,-0.0011099010321112676,-0.0016774564145623386,-0.0015169716166491959,-0.0029553877187221
2016-10-31,0.003095781797216219,0.003091928528022535,0.0024546010300983915,0.002497857285679398,4.704996706506037e-05
2016-11-01,-0.002575300971885514,-0.0024093916390189813,-0.00168084463725179,-0.0017510725221714244,-0.007245354034345
2016-11-02,0.00036474378415912983,0.0003950836884685353,0.0028660588346859535,0.002961135471354827,-0.0060186721008481
2016-11-03,-0.004139680071892393,-0.003945998451831157,-0.0018867971959415967,-0.0017831334483366756,-0.0045770954515114
2016-11-04,0.00282798321994856,0.0025115538802169433,0.0019776780193089074,0.0019944384329111373,-0.0011016380879393
2016-11-07,0.002401767519219812,0.0019937780152282395,-0.005357620242624202,-0.005616314642493352,0.0220570606569168
2016-11-08,-0.0005743300096687119,-0.0006267546045774109,-0.0015712698274271699,-0.0016352086355404564,0.0045038705137228
2016-11-09,-0.014375212038529792,-0.014327774794473572,-0.010904864198861972,-0.010893352533210804,0.0106020269954696
2016-11-10,-0.007861754688559767,-0.008229263421936077,-0.01516143497134732,-0.015154001510698486,0.0024956095757462
2016-11-11,-0.006986997319623054,-0.0072737163927784395,-0.012163309012870176,-0.012314699875189206,-0.0023049972340033
2016-11-14,-0.003945132820776975,-0.004261212880658678,-0.008170106860341912,-0.008162788779890427,0.0007855096571482
2016-11-15,0.006472949765884011,0.006480047923549501,0.00890795693698895,0.00888095184344018,0.007802760976961
2016-11-16,0.001956150073502606,0.0016894284931547117,0.002465512498889535,0.00239997255535704,-0.0018783214220267
2016-11-17,-0.004674987546977289,-0.00453117847566251,-0.0047972175099884745,-0.004861338439336109,0.0051406802221507
2016-11-18,-0.0041392179440463165,-0.0044539779298160675,-0.005945806298509042,-0.005981901962658657,-0.0022375450933832
2016-11-21,0.004891544988814833,0.004944657105362049,0.004990657856233902,0.004952201618672595,0.0075514874141877
2016-11-22,0.0006727495569991391,0.0006894607928485152,0.0004709071263926613,0.00045072415484675917,0.0019532137179196
2016-11-23,-0.004710605198461071,-0.005070154279697382,-0.011638401788052383,-0.011748806838057943,0.0005440203100914
2016-11-25,0.0013034565938645419,0.0011851442602583966,-0.0015549637699429596,-0.001615104661854826,0.0037154508382419
2016-11-28,0.0026966562193595925,0.0027800417629230204,0.006602163297802651,0.006681965889108091,-0.0046948356807512
2016-11-29,0.002231067659501208,0.0022578256398306474,-0.00026989308033422213,-0.0003273538861117936,0.0019502902757619
2016-11-30,-0.009835071264054241,-0.009899259097240438,-0.013872086036030748,-0.013877011732755002,-0.0023991670816169
2016-12-01,-0.007197961619766072,-0.007226888066914377,-0.008521139709416476,-0.00841837159145512,-0.0036754696433433
2016-12-02,0.003973464339922979,0.004080025256250786,0.002692581010392992,0.0026841340412021735,0.0005009791865919
2016-12-05,0.0015319678558270297,0.001604948534520647,0.004889296930490139,0.0049214911879769015,0.0060087399854333
2016-12-06,0.0011178499449357275,0.0012369276497938768,0.0043751433602576065,0.00439199965301263,0.0031674208144796
2016-12-07,0.009808703928957139,0.00981060879850518,0.0063807788257911665,0.0063895541155779756,0.0130807397383851
2016-12-08,-0.003829691634410636,-0.003972855302421367,0.005885248599227198,0.005911061870605892,0.0024487978628673
2016-12-09,-0.0038007823864226894,-0.003974001491367617,-0.004833876891478744,-0.004816104183235462,0.0060404174994448
2016-12-12,0.0007167157288924889,0.0006209935644969891,-0.002719694997751456,-0.00274020689298936,-0.0011478521919561
2016-12-13,0.003931687235334477,0.004017176402764434,-0.0017887248056311876,-0.0017838514618532238,0.0066740331491712
2016-12-14,-0.010699166231684779,-0.011007899017123993,-0.013680168913897044,-0.013677065421184492,-0.0082543027748507
2016-12-15,0.0011443763657472876,0.000734272239042343,-0.004075953059884819,-0.004045722658695799,0.0041172303878165
2016-12-16,-0.0029296757919439424,-0.0024764270746282816,0.002775320296271067,0.002763249748630765,-0.0078038887174287
2016-12-19,0.005735503665418862,0.005591635901135074,0.00570221366293244,0.0057044287299922395,0.0021773906861002
2016-12-20,-0.001408933766486402,-0.001502924299272922,-0.00016785595915775405,-0.00014522100835850696,0.0038575799228484
2016-12-21,0.00021891992247907157,-5.615534397687347e-05,-0.0026599958547250547,-0.0026701091014528304,-0.0027826855123674
2016-12-22,-0.0028632204308269666,-0.002884548754746901,-0.007083063927665505,-0.007097753882943217,-0.0017274217123621
