Date,SPY,QQQ,IWM,TLT,GLD,VNQ,EFA
2015-02-28,0.05620456254700423,0.07214250371103414,0.05946413137424367,-0.06327740815736183,-0.05905224787363306,-0.03674176776429805,0.0633779810519437
2015-03-31,-0.020079749359156907,-0.025844563411482335,0.014602708435307532,0.008955454334903079,-0.02152203856749313,0.01127503898284754,-0.014285714285714124
2015-04-30,0.009833841980332325,0.019234413492514646,-0.025649272332556095,-0.03626903359094036,-0.001671652296322379,-0.05847467678804419,0.036465638148667656
2015-05-31,0.012856183440468127,0.022496978711536775,0.0223634263079715,-0.025724493846764673,0.005552128315854388,-0.003023431594860071,0.0019545932942413025
2015-06-30,-0.025054466230936767,-0.027093372124738502,0.007829526192590253,-0.0427837992013691,-0.015162138475021791,-0.05622946676775342,-0.04726890756302515
2015-07-31,0.022589264027204292,0.04560321465283623,-0.015217043088258886,0.043163630171973555,-0.0662098424846489,0.0577051814165217,0.020318160340210945
2015-08-31,-0.060950118764845684,-0.06819197426043433,-0.06310995445673384,-0.009059005957724686,0.03707233393691012,-0.06291139240506327,-0.07425131213337455
2015-09-30,-0.03055597713360647,-0.024458085555342568,-0.05208333333333337,0.017460056003953284,-0.01801139496416093,0.020397136296096186,-0.04418876104719027
2015-10-31,0.08505975056097692,0.11365647428964709,0.05622710622710625,-0.006151853650639527,0.022833614074490027,0.057585385226370134,0.06612002791346816
2015-11-30,0.003655076227576437,0.006091639445572561,0.032599271718397604,-0.01083238312428736,-0.06752058554437324,-0.006258605582676213,-0.007527409589265233
2015-12-31,-0.023096458862427505,-0.018954018954018936,-0.05440806045340041,-0.007163441745574373,-0.0045133437990582115,0.004282655246252709,-0.03182192910140147
2016-01-31,-0.049786628733997196,-0.0690518783542039,-0.08577517314864158,0.0557306352628959,0.05410999408633943,-0.0343659852000503,-0.05517711171662132
2016-02-29,-0.0008259343382200912,-0.015661029976940744,-0.002233877233877135,0.028908091123330593,0.10930341280972411,-0.003636835952721129,-0.03334534967555869
2016-03-31,0.06178962595577597,0.0653001464128844,0.07690061325805497,-0.0028248587570619543,-0.008428860418071449,0.09242602007560952,0.06582136863695687
2016-04-30,0.003941222265472888,-0.03188565145684441,0.01672240802675584,-0.009417349360692273,0.05108806528391718,-0.02350835322195699,0.022218334499650272
2016-05-31,0.01701158338583819,0.04372515616127215,0.02240398293029866,0.0060287525119802066,-0.0613829357056207,0.02248564096297212,-0.0008557247989046113
2016-06-30,-0.0017632481890964558,-0.025389916575988325,-0.00017391304347824654,0.06714812538414261,0.08969498535240383,0.059758575355563615,-0.04385063377869136
2016-07-31,0.036520742827135244,0.07154819501302567,0.052965733170986073,0.019150467962562923,0.019846603937692553,0.04262997631667975,0.039591544249373056
2016-08-31,0.0011974944731023562,0.010506208213944657,0.01784091847691438,-0.011938400678157657,-0.032563188091176865,-0.03764196863169289,0.005514389109081419
2016-09-30,-0.0049682583494341515,0.019590995016325774,0.007952608942627615,-0.016872810466862176,0.006892130149062314,-0.025064628526469623,0.013367609254498758
2016-10-31,-0.01733703190013869,-0.014579470756784008,-0.045970533773448174,-0.045523961893680354,-0.02944921999363259,-0.05741295826608239,-0.022154574665990245
2016-11-30,0.03683839096683128,0.004361583853587536,0.11063291139240516,-0.08388571428571434,-0.0835656880433,-0.016756360078277965,-0.01781390522310622
2016-12-31,0.014293493057446316,0.008344686648501298,0.024618190107134508,-0.009231536926147754,-0.019149888143176752,0.026620226396318003,0.016552209896108394
2017-01-31,0.01789468975081654,0.05134267860158759,0.002817945865776661,0.008142365483085667,0.05419213575403692,-0.001938688961589663,0.032911830937121245
2017-02-28,0.03929152199709929,0.04377510040160626,0.019300451083339665,0.013655287260616156,0.03184768498485502,0.0350855894136215,0.01190675834311583
2017-03-31,-0.0030870723559013324,0.018160831088880336,-0.0026117237376669378,-0.008460653852472522,-0.004277446951270747,-0.03131597466572833,0.03231687106397074
2017-04-30,0.00992618987019589,0.02728440783009578,0.011492580739016711,0.013586281169745584,0.01726752021563338,0.002421600678048197,0.024241451276288295
2017-05-31,0.014112903225806495,0.03899352560329605,-0.019703725010786766,0.01675521046179007,-0.0012420303055393767,-0.007247252083585121,0.03542319749216305
2017-06-30,0.0014910536779324524,-0.025846197422461414,0.03374413145539901,0.005787781350482302,-0.02155529762891728,0.012653607494829133,-0.013018468059340038
2017-07-31,0.020554177005789986,0.04056116885948979,0.0041867726369571034,-0.008631713554987153,0.02313167259786475,0.012375345428331075,0.026533742331288357
2017-08-31,0.002917696640596601,0.020747467691232924,-0.012578616352201255,0.031844566268945496,0.04198757763975158,-0.0026109660574412663,-0.00044822949350065144
2017-09-30,0.01511172168572461,-0.0051327675882836266,0.06047377084377015,-0.025236346589577185,-0.03369893498648857,-0.011304140885292746,0.023617339312406616
2017-10-31,0.02356406480117812,0.04608928939946333,0.0072884329869076225,-0.0024046168643796495,-0.007484783681526497,-0.010711276928631608,0.01679322429906538
2017-11-30,0.030565817616177382,0.019727756954034392,0.02941176470588247,0.00530290856500093,0.003563437474102926,0.026642335766423386,0.006893580353296125
2017-12-31,0.006980868646466298,0.0039337073579674975,-0.0077448747152619735,0.013906649616368227,0.021056977704376534,-0.01670814077497329,0.0028526601055485212
2018-01-31,0.05635913962377259,0.0875513874614593,0.025580480125934724,-0.032555573072678534,0.03234937323089371,-0.04254037117377685,0.050206229554828674
