,Equal Weight,Minimum Variance,Maximum Sharpe,Risk Parity,SPY Benchmark
2016-04-27,0.0014916559063520142,0.005225221721090139,0.0005392278889020574,0.0035422561723378737,0.002058204097262
2016-04-28,-0.0036030607102039286,0.0014345118148455273,-0.003882788773127541,0.0003704003169810048,-0.0090757105326009
2016-04-29,-0.0015865118933954285,0.003245333696123693,-0.001080800976535252,0.0015906278582576729,-0.005398891299108
2016-05-02,0.005123265501514642,-0.0023188327302602237,-0.0007679709025092612,0.00045504044024281907,0.0079484321232976
2016-05-03,-0.005561940896853971,5.436052702086601e-05,0.0009799452204987688,-0.001430860622907534,-0.0087031783430302
2016-05-04,-0.002588789705568114,-0.0021573301446312755,-0.0009250503365270411,-0.0014306665636552888,-0.0055781916957703
2016-05-05,0.0002620181718261858,0.0021187001169169608,0.0028212699371400547,0.0014873031667153635,-0.0001951124335397
2016-05-06,0.004784228180551057,0.0013629491887882056,0.005556819194464473,0.0031952365465558155,0.0036590720593256
2016-05-09,-0.00027859433906867164,-0.003140233323160919,-0.0013061886027981862,-0.0018269968895572412,0.0008263659342795
2016-05-10,0.007603177329656012,0.005656733421033225,0.0008318209149322916,0.005527931031919707,0.0124338238865413
2016-05-11,-0.0065261513015601146,0.0008472812960443573,-0.003227440535499305,-0.002050049585759873,-0.009354761333653
2016-05-12,-0.002346905237375871,-0.0035052639685907274,-0.0017385386471388932,-0.0034243860289935473,0.0002905569007263
2016-05-13,-0.003422089937912571,0.0013538132912678112,0.0011676999672548415,0.00025666649221098444,-0.0087141750580945
2016-05-16,0.006942598641529271,0.0007121788950398872,0.0010212240153751359,0.002867486541396434,0.0098652080484469
2016-05-17,-0.008348678789375584,-0.0017962243162281712,-0.005291537237678412,-0.004766874079984624,-0.0093335912564077
2016-05-18,-0.005397733848159515,-0.009337110469010708,-0.015734738620308247,-0.00854973971952537,0.0002928972418843
2016-05-19,-0.0046707656616294425,-0.0005687275480793252,-0.0033801953250741723,-0.00236914694630752,-0.0034649358254843
2016-05-20,0.007130916302803971,0.002782549183953804,0.0027985481364358714,0.00477874485997757,0.0063173359451518
2016-05-23,-0.0010938662186934286,-0.000523768885741328,-0.00013115980536941227,-0.0005845771874857704,-0.001362596720035
2016-05-24,0.008397713622735543,-0.00021474290243246163,-0.0021801216625011175,0.0027661995646902603,0.0129623312704059
2016-05-25,0.003406777448966571,0.00110716301012867,-0.0020451301745232292,0.0012535175302296497,0.0067830855823352
2016-05-26,0.0012130219767976429,0.00195865886473376,0.0012955324438024647,0.0015810530492417776,0.0002866972477064
2016-05-27,0.002021773339742557,-0.0015851389566345709,-0.0010136333020293992,7.51685743775514e-05,0.0042992261392948
2016-05-31,0.0006851225911353427,0.0005528509166957656,0.0018961886978617194,0.0013179918605591204,-0.0019025875190259
2016-06-01,0.0014094604557773633,0.0008897636896581894,0.0006231458222901998,0.0012552010840292476,0.0020491803278688
2016-06-02,0.0032613919598598,0.0031252744657051983,0.0034713092066767344,0.0034737424505576495,0.0030437057117038
2016-06-03,0.005549890907139643,0.012109655168339267,0.01464710158895151,0.009910493792197926,-0.0029870560902754
2016-06-06,0.0014769474948584426,-0.0012527110888605271,-0.006500007763923307,0.0021546937809625325,0.0050884534905839
2016-06-07,0.002409913100220414,0.002627229323492011,0.0030255678499100025,0.0017411932110543496,0.0015613910574876
2016-06-08,0.0058531562506626425,0.0058996903412401385,0.006089944451419386,0.008012456454681743,0.0032596371882085
2016-06-09,-0.001059681593133543,0.0012638606119901809,0.004824587249031754,-0.0003986019801824346,-0.0013655412723077
2016-06-10,-0.008470026417081628,-0.004451535963392948,0.001333552754739275,-0.007162397971799165,-0.0094775556393814
2016-06-13,-0.004195373169104429,-0.0009876089219012312,0.0028508853729533605,-0.0024858768999655866,-0.0077117151425715
2016-06-14,-0.0032995377400389,-0.003551356627555159,-0.0011185365213527074,-0.002632092820166142,-0.0019668985368194
2016-06-15,0.003404791541834714,0.003961868183234483,0.005362902669221117,0.004412263779224778,-0.0013939626994807
2016-06-16,0.0011423713481514678,0.0014206158988954855,0.004010163396391644,-0.0019688043838356727,0.0029843561973526
2016-06-17,-0.0018150624453427998,-0.0005283279857636429,-0.004077991966928497,0.0022368734353936737,-0.0088784373950184
2016-06-20,0.004734528171032314,0.00010195914840465965,-0.006168671834586476,0.0041280995965194325,0.0064400542320355
2016-06-21,-0.0023941739854055144,-0.0032149475432949512,-0.0053407143875549,-0.006077015652177188,0.0028385855184027
2016-06-22,-0.004012170103461729,-0.0034028110995412584,0.0004846290299526057,-0.0036594354189436757,-0.0016311648436
2016-06-23,0.008734066451255714,0.0014836095387308328,-0.005251988524511406,0.007618387980741786,0.013022585295531
2016-06-24,-0.01896465506755214,-0.002925999681798068,0.015012273330056164,-0.00866029367938723,-0.0364309093496514
2016-06-27,-0.008550545780902828,0.005172644370039567,0.014714603610057702,-0.009248710636553885,-0.0173780337714763
2016-06-28,0.013437805584761129,0.007580131970397577,0.007582374725094513,0.009325226708550554,0.0180360721442884
2016-06-29,0.012044039247389572,0.003979481745182742,-0.0001258622942047114,0.012630559022080889,0.0170275590551181
2016-06-30,0.0111067692474018,0.007938612374276604,0.0060342799143014185,0.01058417201410767,0.0135972128133166
2016-07-01,0.005491326372416729,0.008400240584331675,0.00858829056847996,0.006871059575647321,0.0021482789898314
2016-07-05,-0.0022228580869754857,0.001986610531839828,0.010972426237294334,-0.0013941391943497184,-0.0071932164634146
2016-07-06,0.0024663027187414996,0.0026171497398020374,0.0005532204736377787,0.0032708738497819975,0.0059977928122449
2016-07-07,-0.001959848765656543,-0.0014012547441189657,-0.0037130972362732755,-0.0028507476118136,-0.0006200515119717
2016-07-08,0.0140691580390252,0.010005525208638639,0.010109358916468681,0.012902265671633514,0.0148904691452298
2016-07-11,0.003420695240765829,-0.002492885554479183,-0.00370497858674062,0.0017634448692635005,0.0035269221725839
2016-07-12,0.0008775877420980139,-0.006640036948863253,-0.010843894517131473,-0.0013546593615608488,0.0072633552014993
2016-07-13,0.0027106605056769,0.006815880134339026,0.009106766584451018,0.0032963655991056417,-0.0001395673412422
2016-07-14,-0.0013014645990233288,-0.0055286300029307725,-0.011254551954936668,-0.001421349409799759,0.0055834729201564
2016-07-15,-0.002480423223676,-0.005783189665176474,-0.004951383984679605,-0.0020279249028191167,-0.0013418471219692
2016-07-18,0.002391336071571928,0.0007560306766524166,0.0007388409315966254,0.002595855094056405,0.0026873001899643
2016-07-19,-0.0008138722642510711,0.001385949401822564,0.00453702174256355,-0.0009065069592316058,-0.0010165888822143
2016-07-20,0.0016757078055347572,-0.0024694274728122296,-0.004598520870723204,-0.0014634690057725107,0.0041630047643277
2016-07-21,0.0006218042568218429,0.0018629223563751867,0.0038393842698185477,0.0040782554089172605,-0.0038232990925423
2016-07-22,0.003018327360207629,0.000925275998757932,0.0026377058315436384,0.0007141125581691999,0.0045315823545732
2016-07-25,-0.0021267966841191275,-0.0021806563685667023,-0.0019670921861947264,-0.00349903804475021,-0.0027158902596207
2016-07-26,0.0016487598781643998,0.0021901206564221396,-5.614250243428766e-05,0.002111447630133122,0.0004615739672282
2016-07-27,0.004735174325055928,0.008781832934151863,0.006565030989072979,0.006257567583611807,-0.0010611303344867
2016-07-28,0.0007988433776382856,-0.0012557810781797156,0.0015912683471169546,0.00042243590163598644,0.0011546277480141
2016-07-29,0.006976795348927457,0.007799245176743283,0.009830818402380113,0.007762713291452351,0.0016146145684365
2016-08-01,-0.0013861843125421854,-0.0069325085527196404,-0.005467576222178645,0.0008391088863823086,-0.0008290346352247
2016-08-02,-0.007305116039930742,-0.005788274451084604,-0.009293808134749478,-0.0032958715757584597,-0.0064073015580343
2016-08-03,0.00012400226008122854,-0.0004249440116635692,-0.0021203594153800056,-0.0012971505191237355,0.0029227557411273
2016-08-04,0.0022486750012195855,0.00492411131276048,0.001964591480133576,0.0013450669694743584,0.0010639282079747
2016-08-05,0.0013053163796939715,-0.0049810563305321,-0.008878425299763506,-0.002026370221288031,0.0081789196432697
2016-08-08,0.00038146924585417144,0.0009440914195626342,0.00046178666384563775,-7.863448886497067e-05,-0.0005958382986525
2016-08-09,0.0044649735213073425,0.00659407763560682,0.005743085821513588,0.003725719288342669,0.0005961935335931
2016-08-10,-0.00019255101023070008,0.002468068499255255,0.0024055798000984993,0.0005243607109529158,-0.002475020625172
2016-08-11,-0.0008994112989585714,-0.003092730837890998,-0.007426633509179315,-0.00159119732388997,0.0046406910494394
2016-08-12,0.0012557928333651427,0.0031009783695718565,0.0024309005346942504,-0.00041265193248362904,-0.0008689686713926
2016-08-15,0.001975534637247057,-0.0027375879825948515,-0.0009129157945224711,0.0036327427399288803,0.002883823125515
2016-08-16,-0.004265971692992243,-0.0019306494748386398,-0.0020843518787965402,-0.0023280532471975156,-0.0051576977497831
2016-08-17,0.0015241338186876999,0.003256912200741931,0.0028034060441249533,0.0007340512191118191,0.001881079097082
2016-08-18,0.0025145932124753566,0.002724235135530991,0.0014809025560251392,0.0030391786451609776,0.002243897971333
2016-08-19,-0.004229946886902728,-0.005226439652087198,-0.006488947041880784,-0.0052952850524977555,-0.0014621219044138
2016-08-22,0.0023418456964445266,0.003925095241793589,0.0029802783791644367,0.0006970901457712471,-4.575821359931176e-05
2016-08-23,0.002358426969049,0.001587637525322293,0.0005230179989550284,0.0018370967213419682,0.0020134535304077
2016-08-24,-0.005706072407102927,-0.004269077745784014,-0.006767741866050231,-0.007394672470927212,-0.0051148559163355
2016-08-25,-0.0006556335959142286,-0.0026973424356640774,-0.0004325943098562441,-0.00024042788913340658,-0.0006885471654808
2016-08-26,-0.0036485418191104426,-0.004297830024155698,-0.004315782416527527,-0.0029695610379968426,-0.0018833256775379
2016-08-29,0.005685718121896071,0.008221221975738099,0.006793042046468368,0.003924458872770494,0.0049242947213401
2016-08-30,-0.0028889567308068857,-0.0038775981612008906,-0.00583909313002182,-0.004527193056908483,-0.0016486535995604
2016-08-31,-0.0015899623063749856,-0.0005743568593204375,-0.00028883060250362643,-0.002001508265919533,-0.0028440366972477
2016-09-01,0.0015869701439897381,0.0013025098865368499,0.0011214477223057788,0.00239716791073711,4.600239212426693e-05
2016-09-02,0.005675007923630514,7.894345139869722e-05,0.0006268645722040894,0.008387667847983445,0.0045080270481623
2016-09-06,0.006979127432099342,0.007022230653199367,0.007824689540451613,0.009129678963554811,0.0030223931858772
2016-09-07,0.0013020399706805802,-0.0007722541845695671,0.00018027938567582633,0.0005592485223545524,-9.131169246223704e-05
2016-09-08,-0.006149250710451099,-0.007309064735927271,-0.008866636652082972,-0.005291027932658563,-0.0022830007762202
2016-09-09,-0.023206638170052755,-0.017991509249551712,-0.020857872795760925,-0.020734874691281414,-0.0239348313578325
2016-09-12,0.009362355893043985,0.00567491184466923,0.006104445910092517,0.00825865354174786,0.0143473368342086
2016-09-13,-0.016067841022204227,-0.012389913563504901,-0.014395783156770162,-0.01485446720888229,-0.0143755200147915
2016-09-14,0.0016132761717853714,0.000895338512386526,0.0018939870247741473,0.002064439831077558,-0.0003751817286496
2016-09-15,0.005597407992980699,0.0013233875890404823,0.0009685572845767645,0.004180736733044298,0.0099929627023223
2016-09-16,-0.002874806065515643,-0.000711995894482685,0.0010753351199346054,-0.004146788730498827,-0.008872166480862
2016-09-19,0.0022254334497613,-0.0007658726199424595,0.00013188210080571712,0.0029355961073634592,0.0001874677789754
2016-09-20,0.0009556872438262929,0.002117798116305844,0.0015025164036715564,0.0005910715189725163,4.6858160348550726e-05
2016-09-21,0.01266266319056493,0.010702127073212126,0.010574896269776594,0.013594464711773373,0.0112454315434356
2016-09-22,0.009564188179105714,0.006774261901716666,0.008383380346299707,0.008270070007043457,0.0063015475859513
2016-09-23,-0.003510631839598114,-0.002837999045271514,-0.0013750591581305049,-0.002754611080660444,-0.0054793259047793
2016-09-26,-0.004352267941845228,-0.0007430902865427622,0.0006943937793904651,-0.0047277848042214365,-0.0081022269549516
2016-09-27,0.0020538322744758997,0.00482355047006156,0.0022501709761707203,-0.0008981763274240866,0.0062079910380881
2016-09-28,0.0034755026276106138,0.0008440577666838152,0.001077655804544938,0.0027972762754593177,0.0049635849144129
2016-09-29,-0.0079055846288155,-0.003057282082984289,-0.0036061915676499396,-0.007796684874382464,-0.0090472673559821
2016-09-30,0.002089829627502571,-0.0012599421891865427,-0.0032891581778614442,0.00205071296408313,0.0075461151481275
2016-10-03,-0.005142354596460571,-0.0036449212449256056,-0.006095736296264281,-0.004865910347719632,-0.0024040684234859
2016-10-04,-0.010249570693027343,-0.012341277889598852,-0.014562525626527923,-0.01281418798331456,-0.0050977847807952
2016-10-05,-0.001203720568095814,-0.00037028945391417165,-0.00043793553713838566,-0.0017078408707845386,0.0044251909819266
2016-10-06,-0.0029635974619747424,-0.003922402358527177,-0.004628736036118407,-0.004084846920591439,0.0006956360432222
2016-10-07,-0.002724456992425071,-0.0011533300567994193,-0.0005533428677557382,-0.0016938540196280213,-0.003429418852535
2016-10-10,0.004318391985438,0.000138604803866375,0.001774895441399136,0.002144788190180518,0.0052083333333332
2016-10-11,-0.010899170753917956,-0.007157272831791223,-0.007867247042021078,-0.008605892610391179,-0.0126295336787564
2016-10-12,0.0016353733821510572,0.0009950081610567727,0.00048083475363298173,0.0014152990990436202,0.001311905542801
2016-10-13,-0.000701691715435643,0.0005586413315594528,0.0004065201111280799,0.00042694612461296024,-0.0032754667540125
2016-10-14,-0.0035184381093681283,-0.00647634573404963,-0.005541044340330602,-0.0056883781307814005,0.0005164076803907
2016-10-17,0.0001307588165266856,0.0016821592802278846,0.00166307588991695,0.001536663806240171,-0.0034722222222222
2016-10-18,0.0066592080395357425,0.005215187967373767,0.006273518298214388,0.005959283488802949,0.0062623599208966
2016-10-19,0.002608465197884039,0.0023979393075096904,0.002018383941586744,0.0025424905628702505,0.00266716578541
2016-10-20,-0.0012482574071067,-0.0006232608077694532,-0.0010850646185788981,-0.0009467628813982291,-0.0018667164457719
2016-10-21,4.399262165885717e-06,0.0007772986407040114,0.002052020839908779,0.00042439773591350057,0.0004675518982606
2016-10-24,0.0025937897367883994,-0.0006751293611020239,0.002553322915936793,0.0007648867911521193,0.0042527339003644
2016-10-25,-0.0008992093332554569,0.0010853667525421683,0.001727976354644222,0.0006525758136561566,-0.0033505514449253
2016-10-26,-0.006945053501423999,-0.004733309610041392,-0.006355330405350395,-0.006609516713573922,-0.0020077508521266
2016-10-27,-0.00788037433773647,-0.005294615047556182,-0.004645929171502349,-0.007220717227802891,-0.0026667914288388
2016-10-28,-0.0010732621635947284,-0.001243889727731528,-0.0016774564145623386,-0.0007924018278026649,-0.0029553877187221
2016-10-31,0.00414077097013308,0.003095781797216219,0.0024546010300983915,0.004223161760188339,4.704996706506037e-05
2016-11-01,-0.006921755302330714,-0.002575300971885514,-0.00168084463725179,-0.004422098027216976,-0.007245354034345
2016-11-02,-0.005199945406650313,0.00036474378415912983,0.0028660588346859535,-0.002071796282125708,-0.0060186721008481
2016-11-03,-0.004338031427908142,-0.004139680071892393,-0.0018867971959415967,-0.004046062505460326,-0.0045770954515114
2016-11-04,0.0014011953456197716,0.00282798321994856,0.0019776780193089074,0.0025319376120855985,-0.0011016380879393
2016-11-07,0.010723588042861486,0.002401767519219812,-0.005357620242624202,0.004482878168863015,0.0220570606569168
2016-11-08,0.001921110556490357,-0.0005743300096687119,-0.0015712698274271699,0.00024732184782989423,0.0045038705137228
2016-11-09,-0.0016214799264166,-0.014375212038529792,-0.010904864198861972,-0.009153521851712233,0.0106020269954696
2016-11-10,-0.006694052225048386,-0.007861754688559767,-0.01516143497134732,-0.008940220755713085,0.0024956095757462
2016-11-11,-0.0009613966503181145,-0.006986997319623054,-0.012163309012870176,-0.004148583057450691,-0.0023049972340033
2016-11-14,0.0012205293521645427,-0.003945132820776975,-0.008170106860341912,-0.0015226621918593922,0.0007855096571482
2016-11-15,0.004927899525325343,0.006472949765884011,0.00890795693698895,0.005549188311981874,0.007802760976961
2016-11-16,-0.0004848094368954338,0.001956150073502606,0.002465512498889535,0.001075686467083519,-0.0018783214220267
2016-11-17,-0.0005905562138544002,-0.004674987546977289,-0.0047972175099884745,-0.0034600836478629166,0.0051406802221507
2016-11-18,-0.002905314923850557,-0.0041392179440463165,-0.005945806298509042,-0.0036188584700210893,-0.0022375450933832
2016-11-21,0.004904158325577443,0.004891544988814833,0.004990657856233902,0.004523587748680677,0.0075514874141877
2016-11-22,0.004777628510017928,0.0006727495569991391,0.0004709071263926613,0.0030722291179841573,0.0019532137179196
2016-11-23,-0.0041017816213653425,-0.004710605198461071,-0.011638401788052383,-0.005524495435846412,0.0005440203100914
2016-11-25,0.002118880766209543,0.0013034565938645419,-0.0015549637699429596,0.0012626127020157842,0.0037154508382419
2016-11-28,-0.00038303344595584264,0.0026966562193595925,0.006602163297802651,0.0020503245875791195,-0.0046948356807512
2016-11-29,0.002906740806962014,0.002231067659501208,-0.00026989308033422213,0.0024019608477323195,0.0019502902757619
2016-11-30,-0.008791150392880314,-0.009835071264054241,-0.013872086036030748,-0.010499750984972557,-0.0023991670816169
2016-12-01,-0.008401931420189185,-0.007197961619766072,-0.008521139709416476,-0.008484028337866215,-0.0036754696433433
2016-12-02,0.0038734978224257716,0.003973464339922979,0.002692581010392992,0.00448065162575894,0.0005009791865919
2016-12-05,0.005970371154744001,0.0015319678558270297,0.004889296930490139,0.003619513198884234,0.0060087399854333
2016-12-06,0.0039868058367961146,0.0011178499449357275,0.0043751433602576065,0.002637972234220581,0.0031674208144796
2016-12-07,0.011786400710827871,0.009808703928957139,0.0063807788257911665,0.01039692335149538,0.0130807397383851
2016-12-08,0.0016981878622827997,-0.003829691634410636,0.005885248599227198,-0.0010757334261816622,0.0024487978628673
2016-12-09,-0.0005552398948563428,-0.0038007823864226894,-0.004833876891478744,-0.0033720160353286717,0.0060404174994448
2016-12-12,-0.0011951814620614282,0.0007167157288924889,-0.002719694997751456,-0.00023980991846898544,-0.0011478521919561
2016-12-13,0.004270119167523758,0.003931687235334477,-0.0017887248056311876,0.003552240068391146,0.0066740331491712
2016-12-14,-0.012178224134255998,-0.010699166231684779,-0.013680168913897044,-0.012079376382446464,-0.0082543027748507
2016-12-15,-0.0005090341439806999,0.0011443763657472876,-0.004075953059884819,-0.000778102888811816,0.0041172303878165
2016-12-16,0.0005287896872790428,-0.0029296757919439424,0.002775320296271067,0.00034337320208679105,-0.0078038887174287
2016-12-19,0.005400226702246928,0.005735503665418862,0.00570221366293244,0.006095617045659015,0.0021773906861002
2016-12-20,0.001362860275989757,-0.001408933766486402,-0.00016785595915775405,-0.0005451819671334608,0.0038575799228484
2016-12-21,-0.004316136742516957,0.00021891992247907157,-0.0026599958547250547,-0.002240633806632299,-0.0027826855123674
2016-12-22,-0.006929187957548013,-0.0028632204308269666,-0.007083063927665505,-0.005738762948387461,-0.0017274217123621
2016-12-23,0.0025515776006369713,0.0020150718907576415,0.004141715550128111,0.002489043103714758,0.0014641938060164
2016-12-27,0.002233381447165857,0.000791568043403097,0.0052223715327788765,0.0016593521404837813,0.0024810597669575
