Date,SPY,QQQ,IWM,TLT,GLD,VNQ,EFA
2015-01-05,-0.01805967969624689,-0.014675867431237277,-0.013369208778272967,0.01570845114671693,0.015077138849929783,0.005473120895159278,-0.023605150214592308
2015-01-06,-0.009418996628990706,-0.013414874728743365,-0.01730015340037494,0.018017321373337447,0.011398963730570033,0.009918954880851594,-0.011327134404057526
2015-01-07,0.012461215093584332,0.012897420515896929,0.012314630127482351,-0.0019749335358907327,-0.005891393442622905,0.015331177386513462,0.011114911080711387
2015-01-08,0.01774504473333005,0.019149146184976873,0.01696222050886642,-0.013243016972372179,-0.0042085373185606345,0.0037749203727734937,0.013529511246406223
2015-01-09,-0.008013598834385682,-0.0065859564164649775,-0.009603234773818525,0.010952564596991898,0.011385199240986799,0.0004700904924197502,-0.004838978808610062
2015-01-12,-0.007833537331701335,-0.01043190016574036,-0.0033171727481499103,0.005722133211261138,0.011086474501108556,0.007635381181722245,-0.0023474178403756207
2015-01-13,-0.0028127313101405926,-0.000295566502463096,0.0007680491551458335,0.0,-0.003373819163292935,-0.0015155047796688859,0.005042016806722671
2015-01-14,-0.006037212984956408,-0.005518872573174405,-0.004007845143685462,0.007586102260658478,-0.0016079891672308166,0.008639813193228152,-0.002842809364548393
2015-01-15,-0.00916060937966745,-0.012981865028243056,-0.016866438356164415,0.01573558199066416,0.025175892175977044,0.0023150827642088867,0.006372631225892933
2015-01-16,0.013114259873379552,0.011746987951807286,0.016284942959156945,-0.012749240234230186,0.013064329419546938,0.008661508257304495,0.012997833694384342
2015-01-20,0.0021326191538957318,0.007938870695643585,-0.0041988003427593235,0.013289285982431176,0.013712047012732764,-0.007900160293107361,0.0034545155453200582
2015-01-21,0.005048005542908074,0.005119621935611107,-0.0031838912313914003,-0.011558980438648558,0.00024154589371971902,-0.0006924408540104343,0.007868852459016251
2015-01-22,0.01487098680323018,0.01851307669703206,0.02037292817679548,-0.003598200899550319,0.008049585446349594,0.01778496362166515,0.003741054001301203
2015-01-23,-0.0054827753517709965,0.0022119638391997487,-0.0006768189509306355,0.013918146253385721,-0.007985307035055511,-0.002836718484057643,-0.005671690163668752
2015-01-26,0.0023418061179685257,-0.0011515209672775528,0.009651202167287432,-0.0030422200786525133,-0.009981485953473479,0.008420573509331009,0.01368970013037818
2015-01-27,-0.013190557313214835,-0.025939091171101936,-0.004779473419419866,0.0015629651682047552,0.011464346694853411,0.0003385240352065111,0.0014469453376204644
2015-01-28,-0.012824306994179802,-0.005128710918236523,-0.01685061926025777,0.016348368878650543,-0.007877813504823195,-0.00665538635081786,-0.014930165355594771
2015-01-29,0.009243529529329608,0.009616337860612667,0.013797240551889578,-0.006580390436499273,-0.021552422621941347,0.003520327049738814,0.01368970013037818
2015-01-30,-0.012574879944551864,-0.007757266300078669,-0.0219780219780219,0.017737543239861653,0.02227558794302742,-0.020595224623741193,-0.01575562700964639
2015-02-02,0.012384056154424616,0.008708560118753095,0.009161624891961928,-0.005785363031530322,-0.00834345889023902,-0.002657423454650587,0.012087553087226421
