Date,SPY,QQQ,IWM,TLT,GLD,VNQ,EFA
2016-07-28,216.77,114.92,120.83,140.39,127.66,91.29,57.36
2016-07-29,217.12,115.17,121.07,141.56,128.98,92.45,58.03
2016-08-01,216.94,115.78,121.17,139.77,129.22,92.65,57.66
2016-08-02,215.55,114.9,119.48,138.33,130.27,91.17,57.37
2016-08-03,216.18,115.28,120.45,138.41,129.65,90.64,57.17
2016-08-04,216.41,115.61,120.56,139.45,129.87,90.27,57.5
2016-08-05,218.18,116.72,122.3,138.0,127.55,90.33,57.76
2016-08-08,218.05,116.59,122.24,138.26,127.44,90.49,57.88
2016-08-09,218.18,116.86,122.37,139.62,127.96,90.98,58.34
2016-08-10,217.64,116.56,121.49,140.16,128.56,90.88,58.54
2016-08-11,218.65,117.06,122.07,138.91,127.67,89.85,58.96
2016-08-12,218.46,117.14,122.19,140.08,127.4,90.23,58.81
2016-08-15,219.09,117.64,123.4,138.76,127.84,90.14,59.03
2016-08-16,217.96,116.99,122.4,138.39,128.47,89.06,58.95
2016-08-17,218.37,117.2,122.04,139.22,128.5,89.42,58.93
2016-08-18,218.86,117.23,122.94,139.44,129.11,89.09,59.23
2016-08-19,218.54,117.2,122.94,138.71,127.97,88.52,58.79
2016-08-22,218.53,117.29,123.22,139.88,127.78,89.0,58.85
2016-08-23,218.97,117.5,124.08,140.03,127.76,89.05,59.1
2016-08-24,217.85,116.74,123.07,139.7,126.34,88.66,58.96
2016-08-25,217.7,116.55,123.31,139.17,126.23,89.06,58.72
2016-08-26,217.29,116.72,123.06,138.36,126.05,88.18,58.37
2016-08-29,218.36,116.88,123.7,140.21,126.3,89.05,58.55
2016-08-30,218.0,116.5,123.93,139.67,125.03,88.88,58.47
2016-08-31,217.38,116.38,123.23,139.87,124.78,88.97,58.35
2016-09-01,217.39,116.68,123.32,139.77,125.29,88.75,58.75
2016-09-02,218.37,117.06,124.51,138.63,126.57,89.52,59.43
2016-09-06,219.03,117.79,124.63,139.64,128.71,90.21,59.83
2016-09-07,219.01,117.86,125.41,139.54,128.27,90.75,59.86
2016-09-08,218.51,117.17,125.16,137.79,127.59,89.64,59.69
2016-09-09,213.28,114.22,121.25,135.52,126.75,86.09,58.53
2016-09-12,216.34,116.27,122.94,135.59,126.59,87.11,59.01
2016-09-13,213.23,115.23,120.58,134.05,125.75,84.34,57.82
2016-09-14,213.15,115.78,120.6,134.25,126.18,84.61,57.74
2016-09-15,215.28,117.58,122.04,133.67,125.37,84.93,58.24
2016-09-16,213.37,117.23,121.86,134.75,125.06,84.97,57.49
2016-09-19,213.41,116.72,122.67,134.31,125.32,85.74,57.79
2016-09-20,213.42,116.94,122.15,134.78,125.44,85.61,58.14
2016-09-21,215.82,118.09,123.92,135.87,127.27,86.71,59.16
2016-09-22,217.18,119.03,125.7,136.95,127.57,88.26,59.76
2016-09-23,215.99,118.27,124.81,136.82,127.65,88.53,59.26
2016-09-26,214.24,117.28,123.23,137.69,127.55,88.74,58.71
2016-09-27,215.57,118.44,123.73,138.7,126.62,87.8,58.99
2016-09-28,216.64,118.64,124.68,138.4,126.22,88.52,59.41
2016-09-29,214.68,117.78,122.86,138.75,126.07,87.34,58.67
2016-09-30,216.3,118.66,124.21,137.51,125.64,86.74,59.13
2016-10-03,215.78,118.49,123.82,136.81,125.32,85.12,58.97
2016-10-04,214.68,118.31,123.21,135.21,120.97,83.96,58.96
2016-10-05,215.63,118.73,123.95,134.58,120.78,82.26,59.2
2016-10-06,215.78,118.67,123.82,133.83,119.66,82.29,58.88
2016-10-07,215.04,118.41,122.83,133.92,119.74,82.15,58.58
2016-10-10,216.16,119.16,124.3,133.13,120.16,82.66,58.75
2016-10-11,213.43,117.46,122.03,132.83,119.55,81.86,57.92
2016-10-12,213.71,117.36,121.93,132.96,119.74,82.8,57.79
2016-10-13,213.01,116.94,120.92,133.46,120.03,83.45,57.57
2016-10-14,213.12,117.08,120.43,131.59,119.36,83.08,57.67
2016-10-17,212.38,116.76,120.29,132.43,119.68,83.26,57.5
2016-10-18,213.71,117.8,120.98,132.86,120.42,83.79,58.07
2016-10-19,214.28,117.79,121.49,132.97,121.11,83.97,58.23
2016-10-20,213.88,117.65,121.13,133.11,120.74,83.78,58.32
2016-10-21,213.98,118.09,121.07,133.31,120.83,83.47,58.19
2016-10-24,214.89,119.51,121.84,132.73,120.56,83.66,58.18
2016-10-25,214.17,119.13,120.93,133.08,121.47,83.51,58.14
2016-10-26,213.74,118.32,119.73,132.18,120.79,82.42,57.88
2016-10-27,213.17,117.78,118.36,130.74,121.01,80.26,57.81
2016-10-28,212.54,117.04,118.03,130.45,121.58,80.45,57.79
2016-10-31,212.55,116.93,118.5,131.25,121.94,81.76,57.82
2016-11-01,211.01,116.05,117.05,131.01,122.73,79.98,57.57
2016-11-02,209.74,115.12,115.56,131.58,123.64,78.81,57.18
2016-11-03,208.78,113.99,115.0,130.57,124.3,78.2,57.12
2016-11-04,208.55,113.59,115.74,131.74,124.39,78.82,56.57
2016-11-07,213.15,116.29,118.57,130.62,122.15,80.2,57.35
2016-11-08,214.11,117.05,118.88,130.09,121.64,80.62,57.51
2016-11-09,216.38,117.59,122.54,124.57,121.56,79.4,57.56
2016-11-10,216.92,115.69,124.5,122.73,119.75,78.07,57.4
2016-11-11,216.42,115.74,127.36,122.04,117.1,78.54,57.05
2016-11-14,216.59,114.57,129.15,121.31,116.11,80.4,56.74
2016-11-15,218.28,116.16,129.55,121.91,117.12,79.73,56.99
2016-11-16,217.87,116.85,129.54,123.01,116.77,79.5,56.39
2016-11-17,218.99,117.7,130.3,121.2,116.17,78.69,56.82
2016-11-18,218.5,117.26,130.99,120.85,115.15,78.92,56.2
2016-11-21,220.15,118.48,131.6,121.15,115.58,78.68,56.68
2016-11-22,220.58,118.84,132.8,121.11,115.54,80.06,56.82
2016-11-23,220.7,118.36,133.63,120.64,113.25,79.72,56.62
2016-11-25,221.52,118.74,134.07,120.82,112.61,80.18,56.79
2016-11-28,220.48,118.47,132.33,121.71,113.8,80.55,56.49
2016-11-29,220.91,118.88,132.26,122.22,113.27,81.32,56.85
2016-11-30,220.38,117.44,131.61,120.24,111.75,80.39,56.79
2016-12-01,219.57,115.41,130.97,118.73,111.54,79.21,56.57
2016-12-02,219.68,115.64,130.9,119.6,112.14,80.0,56.71
2016-12-05,221.0,116.54,133.15,119.47,111.54,80.59,57.27
2016-12-06,221.7,116.82,134.59,119.38,111.43,81.11,57.66
2016-12-07,224.6,118.3,135.9,120.4,111.83,82.73,58.52
2016-12-08,225.15,118.51,138.04,118.98,111.57,83.3,58.47
2016-12-09,226.51,119.44,138.31,117.5,110.4,83.21,58.72
2016-12-12,226.25,118.9,136.85,117.72,110.82,83.76,58.46
2016-12-13,227.76,120.4,136.86,118.14,110.45,83.72,59.09
2016-12-14,225.88,120.15,135.15,116.82,108.83,81.89,58.22
2016-12-15,226.81,120.34,136.16,117.41,107.34,81.41,58.09
2016-12-16,225.04,119.54,135.91,117.14,108.05,82.63,58.13
2016-12-19,225.53,120.03,136.8,118.4,108.59,83.52,58.04
2016-12-20,226.4,120.49,137.96,117.81,107.79,83.71,58.24
2016-12-21,225.77,120.4,137.06,118.33,107.85,82.44,57.66
2016-12-22,225.38,120.06,135.32,117.81,107.59,80.61,57.53
2016-12-23,225.71,120.14,136.04,118.05,107.93,80.82,57.68
2016-12-27,226.27,120.76,136.65,117.67,108.56,80.99,57.61
2016-12-28,224.4,119.82,135.25,118.53,108.86,80.5,57.39
2016-12-29,224.35,119.65,135.37,118.95,110.29,81.5,57.53
2016-12-30,223.53,118.42,134.85,119.13,109.61,82.53,57.73
2017-01-03,225.24,119.48,135.52,119.64,110.47,82.8,58.09
2017-01-04,226.58,120.13,137.78,120.1,110.86,84.01,58.75
2017-01-05,226.4,120.81,136.19,121.98,112.58,84.28,59.25
2017-01-06,227.21,121.87,135.69,120.86,111.75,84.29,59.05
2017-01-09,226.46,122.27,134.8,121.83,112.67,83.53,58.96
2017-01-10,226.46,122.54,136.09,121.75,113.15,82.82,58.97
2017-01-11,227.1,122.87,136.33,122.16,113.5,82.31,59.28
2017-01-12,226.53,122.68,135.28,121.89,113.91,82.73,59.37
2017-01-13,227.05,123.1,136.26,121.31,114.21,82.61,59.59
2017-01-17,226.25,122.73,134.41,122.58,115.85,83.25,59.37
2017-01-18,226.75,122.98,134.85,121.01,114.87,83.39,59.2
2017-01-19,225.91,122.92,133.75,120.18,114.77,82.54,59.05
2017-01-20,226.74,123.19,134.44,119.94,115.05,83.14,59.39
2017-01-23,226.15,123.29,133.88,121.14,115.79,83.84,59.54
2017-01-24,227.6,124.11,135.93,120.31,115.27,83.86,59.69
2017-01-25,229.57,125.36,137.21,118.8,114.32,83.31,60.31
2017-01-26,229.33,125.49,136.66,119.2,113.26,83.15,60.07
2017-01-27,228.97,125.73,136.19,119.63,113.49,82.34,59.97
2017-01-30,227.55,124.75,134.29,119.27,113.97,81.78,59.54
2017-01-31,227.53,124.5,135.23,120.1,115.55,82.37,59.63
2017-02-01,227.62,125.36,135.15,119.1,115.2,81.38,59.87
2017-02-02,227.77,125.25,134.81,119.05,115.84,82.35,59.9
2017-02-03,229.34,125.61,136.87,119.0,116.13,82.8,60.14
2017-02-06,228.93,125.76,135.84,119.72,117.7,82.66,59.71
2017-02-07,228.94,126.22,135.24,120.6,117.46,82.37,59.65
2017-02-08,229.24,126.43,135.0,122.24,118.19,83.02,59.75
2017-02-09,230.6,126.89,136.9,120.83,117.29,83.22,60.0
2017-02-10,231.51,127.31,137.94,120.76,117.6,83.81,60.14
2017-02-13,232.77,128.03,138.3,120.38,116.8,83.84,60.38
2017-02-14,233.7,128.46,138.76,119.51,116.93,83.4,60.29
2017-02-15,234.92,129.22,139.59,118.96,117.45,83.12,60.52
2017-02-16,234.72,129.18,139.2,119.61,118.08,83.61,60.66
2017-02-17,235.09,129.74,139.11,120.32,117.68,83.77,60.5
2017-02-21,236.49,130.38,140.2,120.11,117.75,84.84,60.7
2017-02-22,236.28,130.43,139.58,120.31,117.91,84.56,60.7
2017-02-23,236.44,129.94,138.75,120.67,118.94,85.0,60.83
2017-02-24,236.74,130.19,138.65,122.01,119.7,85.4,60.39
2017-02-27,237.11,130.35,140.0,121.29,119.12,85.85,60.43
2017-02-28,236.47,129.95,137.84,121.74,119.23,85.26,60.34
2017-03-01,239.78,131.37,140.36,119.47,119.06,85.0,60.97
2017-03-02,238.27,130.71,138.75,119.04,117.58,84.54,60.57
2017-03-03,238.42,130.95,138.65,119.35,117.51,84.21,60.93
2017-03-06,237.71,130.66,137.7,118.78,116.72,83.83,60.74
2017-03-07,237.0,130.44,136.8,118.42,115.78,83.43,60.53
2017-03-08,236.56,130.67,135.9,117.78,115.06,81.89,60.31
2017-03-09,236.86,130.77,135.36,116.84,114.47,80.66,60.54
2017-03-10,237.69,131.32,135.96,117.25,114.72,80.41,61.05
2017-03-13,237.81,131.54,136.28,116.51,114.74,80.61,61.37
2017-03-14,236.9,131.22,135.63,117.07,114.12,80.59,60.9
2017-03-15,238.95,132.03,137.73,118.5,116.25,82.22,61.77
2017-03-16,238.48,131.94,137.91,117.9,116.73,82.06,62.07
2017-03-17,237.03,131.62,138.46,118.64,116.99,82.44,62.23
2017-03-20,236.77,131.74,137.75,119.15,117.56,82.3,62.1
2017-03-21,233.73,129.74,133.97,120.14,118.54,82.01,61.82
2017-03-22,234.28,130.62,134.0,120.62,118.83,81.37,61.83
2017-03-23,234.03,130.29,134.78,120.45,118.67,81.97,61.97
2017-03-24,233.86,130.56,134.49,120.88,118.86,81.88,62.14
2017-03-27,233.62,130.77,134.74,121.43,119.53,81.14,62.3
2017-03-28,235.32,131.57,135.79,120.62,119.04,81.49,62.6
2017-03-29,235.54,132.18,136.23,121.34,119.33,81.95,62.6
2017-03-30,236.29,132.4,137.26,120.36,118.47,82.1,62.38
2017-03-31,235.74,132.31,137.48,120.71,118.72,82.59,62.29
2017-04-03,235.33,132.23,136.03,121.67,119.35,82.83,62.2
2017-04-04,235.48,132.44,135.87,121.01,119.62,82.83,62.18
2017-04-05,234.78,131.9,134.33,121.38,119.62,82.95,61.85
2017-04-06,235.44,131.97,135.58,121.2,119.18,83.39,61.86
2017-04-07,235.2,131.9,135.52,120.71,119.46,83.51,61.82
2017-04-10,235.34,131.95,135.82,121.27,119.46,84.03,61.75
2017-04-11,235.06,131.38,136.9,122.42,121.19,84.61,62.04
2017-04-12,234.03,130.85,135.04,123.09,122.02,84.46,61.99
2017-04-13,232.51,130.33,133.72,123.47,122.6,84.27,61.59
2017-04-17,234.57,131.41,135.29,123.09,122.24,85.29,61.97
2017-04-18,233.87,131.21,135.32,124.7,122.82,85.52,61.69
2017-04-19,233.44,131.42,135.79,124.02,121.73,85.4,61.44
2017-04-20,235.34,132.52,137.52,123.54,121.96,85.41,61.93
2017-04-21,234.59,132.49,137.21,123.54,122.31,85.1,61.97
2017-04-24,237.17,134.09,138.92,122.93,121.48,84.16,63.54
2017-04-25,238.55,135.06,140.27,121.45,120.25,84.51,63.99
2017-04-26,238.4,134.87,140.99,122.12,120.84,83.88,63.81
2017-04-27,238.6,135.68,140.95,122.08,120.39,83.66,63.87
2017-04-28,238.08,135.92,139.06,122.35,120.77,82.79,63.8
2017-05-01,238.68,137.13,139.86,121.08,119.67,83.28,64.06
2017-05-02,238.77,137.36,139.15,121.7,119.65,83.14,64.39
2017-05-03,238.48,136.92,138.29,121.78,117.98,82.03,64.26
2017-05-04,238.76,136.97,138.1,121.18,116.79,81.63,64.87
2017-05-05,239.7,137.47,138.99,121.29,117.01,82.4,65.59
2017-05-08,239.66,137.77,138.41,120.63,116.75,81.82,65.1
2017-05-09,239.44,138.25,138.35,120.62,116.05,81.38,64.94
2017-05-10,239.87,138.33,139.21,120.48,116.04,82.02,65.04
2017-05-11,239.38,138.22,138.24,120.48,116.5,81.61,64.88
2017-05-12,238.98,138.53,137.51,121.39,116.83,81.28,65.24
2017-05-15,240.3,138.97,138.58,121.06,117.14,81.52,65.57
2017-05-16,240.08,139.55,138.63,121.51,117.65,80.97,65.99
2017-05-17,235.82,136.0,134.89,123.28,119.79,81.3,65.24
2017-05-18,236.77,137.19,135.38,123.42,118.81,81.75,65.35
2017-05-19,238.31,137.77,136.03,123.71,119.4,82.19,66.11
2017-05-22,239.52,138.93,136.95,123.37,119.9,82.51,66.19
2017-05-23,240.05,139.07,137.4,122.54,119.14,82.58,66.2
2017-05-24,240.61,139.71,137.49,123.23,119.61,83.25,66.24
2017-05-25,241.76,140.9,137.58,123.27,119.48,83.26,66.24
2017-05-26,241.71,141.15,137.54,123.48,120.54,82.66,66.05
2017-05-30,241.5,141.27,136.46,124.09,120.14,82.14,65.98
2017-05-31,241.44,141.22,136.32,124.4,120.62,82.19,66.06
2017-06-01,243.36,141.77,138.95,124.15,120.72,82.62,66.49
2017-06-02,244.17,143.38,139.85,125.62,121.61,83.47,67.22
2017-06-05,243.99,143.35,138.98,124.84,121.73,83.11,66.85
2017-06-06,243.21,142.78,138.85,125.52,123.1,82.71,66.66
2017-06-07,243.66,143.34,138.98,124.92,122.45,83.29,66.68
2017-06-08,243.78,143.49,140.88,124.59,121.65,83.09,66.56
2017-06-09,243.41,139.91,141.61,124.4,120.54,83.67,66.31
2017-06-12,243.36,139.16,141.38,124.36,120.36,84.42,66.06
2017-06-13,244.55,140.29,142.1,124.38,120.48,84.61,66.57
2017-06-14,244.24,139.68,141.26,126.3,119.82,84.73,66.52
2017-06-15,243.77,139.06,140.54,126.1,119.32,85.16,65.83
2017-06-16,242.64,138.08,140.19,126.35,119.34,84.94,66.39
2017-06-19,244.66,140.39,141.23,126.17,118.43,84.95,66.66
2017-06-20,243.01,139.29,139.8,127.3,118.18,84.75,65.07
2017-06-21,242.95,140.67,139.45,127.56,118.52,84.58,64.99
2017-06-22,242.84,140.63,139.98,127.84,118.92,84.66,64.98
2017-06-23,243.13,141.17,140.91,127.78,119.43,84.15,65.14
2017-06-26,243.29,140.51,141.08,128.26,118.36,84.75,65.25
2017-06-27,241.33,137.96,139.84,126.89,118.81,83.99,65.24
2017-06-28,243.49,139.95,141.98,126.47,118.9,84.19,65.81
2017-06-29,241.35,137.52,141.14,125.41,118.32,83.23,65.16
2017-06-30,241.8,137.57,140.92,125.12,118.02,83.23,65.2
2017-07-03,242.21,136.12,142.1,124.46,116.09,84.29,65.12
2017-07-05,242.77,137.46,141.59,124.49,116.52,83.1,65.12
2017-07-06,240.55,136.22,139.14,123.46,116.47,81.54,64.83
2017-07-07,242.11,137.69,140.49,122.72,115.28,82.0,64.84
2017-07-10,242.37,138.59,139.88,122.9,115.47,81.25,65.0
2017-07-11,242.19,138.98,140.29,123.11,115.62,81.16,65.15
2017-07-12,244.01,140.63,141.37,123.96,116.03,82.16,65.67
2017-07-13,244.42,140.94,141.49,123.18,115.82,82.29,65.86
2017-07-14,245.56,142.05,141.73,123.33,116.77,83.08,66.32
2017-07-17,245.53,142.12,142.06,123.67,117.29,83.75,66.19
2017-07-18,245.66,143.06,141.69,124.75,118.11,83.57,66.25
2017-07-19,246.99,143.9,143.1,124.8,118.08,84.2,66.54
2017-07-20,247.1,144.09,143.2,125.16,118.24,83.81,66.81
2017-07-21,246.88,144.03,142.55,125.69,119.26,83.75,66.55
2017-07-24,246.82,144.69,142.75,125.2,119.31,83.59,66.37
2017-07-25,247.42,144.32,144.05,123.57,118.92,83.7,66.46
2017-07-26,247.43,144.79,143.25,123.77,119.88,84.28,66.87
2017-07-27,247.2,143.88,142.34,123.16,119.79,84.38,66.72
2017-07-28,246.91,143.76,141.96,123.89,120.69,84.15,66.79
2017-07-31,246.77,143.15,141.51,124.04,120.75,84.26,66.93
2017-08-01,247.32,143.48,141.78,124.64,120.65,84.64,67.3
2017-08-02,247.44,143.87,140.23,124.71,120.4,83.87,67.33
2017-08-03,246.96,143.31,139.53,126.0,120.59,83.7,67.37
2017-08-04,247.41,143.57,140.21,124.93,119.65,83.98,67.46
2017-08-07,247.87,144.48,140.44,125.07,119.51,83.89,67.49
2017-08-08,247.26,144.23,140.0,124.62,119.86,83.49,67.13
2017-08-09,247.25,144.04,138.79,125.3,121.31,83.21,67.02
2017-08-10,243.76,140.96,136.27,126.37,122.21,82.61,66.07
2017-08-11,244.12,142.03,136.47,126.43,122.79,82.1,65.95
2017-08-14,246.54,143.85,138.54,125.78,121.92,83.47,66.43
2017-08-15,246.51,143.95,137.4,125.25,120.98,83.22,66.38
2017-08-16,246.94,144.2,137.44,125.71,121.87,83.55,66.76
2017-08-17,243.09,141.26,134.93,126.65,122.49,83.03,66.01
2017-08-18,242.71,141.16,134.92,126.62,122.3,82.19,66.19
2017-08-21,242.9,140.98,134.83,126.93,122.76,83.07,66.17
2017-08-22,245.44,143.12,136.29,126.44,122.21,82.83,66.49
2017-08-23,244.56,142.62,136.07,127.3,122.67,83.68,66.5
2017-08-24,243.99,142.2,136.49,126.83,122.29,83.42,66.35
2017-08-25,244.56,141.9,136.88,127.32,122.74,83.82,66.75
2017-08-28,244.57,142.34,137.46,127.24,124.69,83.18,66.75
2017-08-29,244.85,142.89,137.49,127.65,124.42,83.09,66.48
2017-08-30,246.01,144.57,138.37,127.61,124.36,83.56,66.39
2017-08-31,247.49,146.12,139.73,127.99,125.82,84.04,66.9
2017-09-01,247.84,145.92,140.52,126.75,126.06,84.33,66.99
2017-09-05,246.06,144.61,139.17,128.76,127.46,84.1,66.54
2017-09-06,246.9,145.05,139.46,127.97,126.81,84.32,66.95
2017-09-07,246.87,145.39,139.11,129.28,128.13,84.86,67.5
2017-09-08,246.58,144.13,139.22,129.0,127.97,84.93,67.51
2017-09-11,249.21,145.79,140.68,127.46,126.19,85.71,68.04
2017-09-12,250.05,146.14,141.54,126.79,126.56,84.7,68.25
2017-09-13,250.17,146.34,141.96,126.29,125.61,84.48,67.88
2017-09-14,250.09,145.48,141.83,126.81,126.16,85.18,68.0
2017-09-15,249.19,145.98,142.41,126.86,125.53,85.34,68.06
2017-09-18,249.72,145.47,143.38,126.13,124.36,84.88,68.15
2017-09-19,249.97,145.72,143.38,125.82,124.62,84.32,68.47
2017-09-20,250.06,145.27,143.84,125.91,123.62,84.09,68.32
2017-09-21,249.39,144.38,143.69,125.84,122.68,83.93,68.18
2017-09-22,249.44,144.24,144.3,126.2,123.24,82.49,68.39
2017-09-25,248.93,142.73,144.5,126.99,124.53,82.97,68.0
2017-09-26,249.08,143.09,144.61,126.76,123.14,83.11,67.85
2017-09-27,250.05,144.38,147.44,124.85,121.98,82.36,67.9
2017-09-28,250.35,144.33,147.83,124.48,122.21,82.92,68.08
2017-09-29,251.23,145.37,148.18,124.76,121.58,83.09,68.48
2017-10-02,252.32,145.5,150.0,124.28,120.77,82.97,68.42
2017-10-03,252.86,145.81,150.33,124.4,120.83,82.85,68.65
2017-10-04,253.16,145.95,149.85,124.41,121.17,83.27,68.52
2017-10-05,254.66,147.38,150.26,123.94,120.52,83.57,68.48
2017-10-06,254.37,147.58,150.05,123.59,121.09,83.3,68.43
2017-10-09,253.95,147.41,149.43,123.98,122.08,83.5,68.45
2017-10-10,254.62,147.52,149.86,124.18,122.4,83.75,69.1
2017-10-11,255.02,147.96,149.75,124.42,122.79,84.03,69.27
2017-10-12,254.64,147.69,149.64,124.95,122.89,84.57,69.21
2017-10-13,254.95,148.26,149.37,125.85,123.82,84.79,69.57
2017-10-16,255.29,148.77,149.24,125.76,122.97,84.37,69.52
2017-10-17,255.47,148.96,148.81,125.92,122.13,84.47,69.34
2017-10-18,255.72,148.78,149.52,125.09,121.67,84.38,69.54
2017-10-19,255.79,148.23,149.29,125.31,122.39,84.13,69.43
2017-10-20,257.11,148.63,149.98,123.98,121.61,83.65,69.34
2017-10-23,256.11,147.66,148.86,124.2,121.8,83.33,69.19
2017-10-24,256.56,147.91,149.17,123.43,121.33,82.83,69.3
2017-10-25,255.29,147.35,148.45,122.84,121.35,82.59,69.03
2017-10-26,255.62,146.88,148.76,122.43,120.33,81.91,69.02
2017-10-27,257.71,151.16,149.79,123.24,120.9,82.28,69.18
2017-10-30,256.75,151.5,148.21,124.42,121.13,82.21,69.34
2017-10-31,257.15,152.07,149.26,124.46,120.67,82.2,69.63
2017-11-01,257.49,152.02,148.27,124.75,121.11,82.6,69.7
2017-11-02,257.59,151.73,148.71,125.3,121.19,83.3,69.91
2017-11-03,258.45,153.19,148.61,125.64,120.62,83.09,69.8
2017-11-06,258.85,153.71,148.78,126.11,121.65,83.65,69.9
2017-11-07,258.67,153.8,147.0,126.64,121.21,84.33,69.64
2017-11-08,259.11,154.42,147.2,126.36,121.63,84.75,69.87
2017-11-09,258.17,153.61,146.68,126.0,122.13,84.84,69.47
2017-11-10,258.09,153.6,146.57,124.1,121.13,84.93,69.28
2017-11-13,258.33,153.79,146.61,124.36,121.31,85.36,68.99
2017-11-14,257.73,153.23,146.21,125.2,121.56,85.18,68.94
2017-11-15,256.44,152.51,145.63,126.56,121.41,84.32,68.61
2017-11-16,258.62,154.46,147.77,125.46,121.4,85.02,69.16
2017-11-17,257.86,153.87,148.45,126.39,122.86,84.65,68.91
2017-11-20,258.3,153.75,149.53,126.34,121.31,84.4,69.06
2017-11-21,259.99,155.42,151.09,126.74,121.51,85.03,69.58
2017-11-22,259.76,155.61,150.89,127.15,122.63,84.84,69.77
2017-11-24,260.36,156.18,150.95,126.8,122.32,84.95,70.34
2017-11-27,260.23,156.11,150.49,126.62,122.83,84.55,69.92
2017-11-28,262.87,156.51,152.86,126.79,122.81,84.23,70.32
2017-11-29,262.71,153.78,153.37,125.54,122.04,84.26,70.04
2017-11-30,265.01,155.07,153.65,125.12,121.1,84.39,70.11
2017-12-01,264.46,154.41,153.02,126.55,121.59,84.59,69.83
2017-12-04,264.14,152.63,152.45,126.61,121.18,84.17,69.58
2017-12-05,263.19,152.73,150.93,127.24,120.32,83.47,69.43
2017-12-06,263.24,153.42,150.22,127.68,120.07,83.39,69.29
2017-12-07,264.07,153.94,151.27,126.68,118.49,83.6,69.47
2017-12-08,265.51,154.62,151.41,126.69,118.48,84.03,69.84
2017-12-11,266.31,155.82,151.35,126.43,118.01,84.02,70.02
2017-12-12,266.78,155.61,150.88,126.38,118.15,84.43,70.11
2017-12-13,266.75,155.91,151.78,127.33,119.17,84.57,70.38
2017-12-14,265.66,155.8,150.1,127.87,118.93,84.55,69.99
2017-12-15,266.51,157.57,152.24,128.35,119.18,85.08,69.97
2017-12-18,268.2,158.56,154.3,127.18,119.73,85.64,70.8
2017-12-19,267.17,157.62,153.08,125.53,119.82,83.82,69.8
2017-12-20,267.03,157.45,153.38,124.14,120.14,82.85,69.68
2017-12-21,267.58,157.47,153.47,124.6,120.31,81.27,69.93
2017-12-22,267.51,157.29,153.19,124.77,120.94,81.83,70.11
2017-12-26,267.19,156.44,153.28,125.14,121.77,82.24,70.09
2017-12-27,267.32,156.46,153.13,126.77,122.23,82.51,70.22
2017-12-28,267.87,156.65,153.73,126.66,122.85,82.95,70.26
2017-12-29,266.86,155.68,152.46,126.86,123.65,82.98,70.31
2018-01-02,268.77,158.41,153.9,125.49,125.15,82.67,70.83
2018-01-03,270.47,159.95,154.06,126.09,124.82,82.43,71.17
2018-01-04,271.61,160.23,154.47,126.07,125.46,81.01,71.95
2018-01-05,273.42,161.83,154.79,125.71,125.33,81.05,72.35
2018-01-08,273.92,162.46,155.03,125.63,125.31,81.47,72.33
2018-01-09,274.54,162.47,154.82,123.95,124.73,80.42,72.41
2018-01-10,274.12,162.09,154.84,123.8,125.03,79.52,72.27
2018-01-11,276.12,163.2,157.5,124.31,125.44,79.25,72.77
2018-01-12,277.92,164.4,158.16,124.52,126.96,78.61,73.5
2018-01-16,276.97,163.93,156.14,125.04,127.17,78.76,73.43
2018-01-17,279.61,165.7,157.62,124.87,126.14,79.31,73.81
2018-01-18,279.14,165.73,156.54,123.71,125.86,78.29,73.72
2018-01-19,280.41,166.25,158.6,123.06,126.42,78.71,74.13
2018-01-22,282.69,168.03,159.45,123.18,126.65,79.43,74.51
2018-01-23,283.29,169.42,159.96,123.71,127.28,80.53,74.75
2018-01-24,283.18,168.32,158.97,123.04,128.83,80.11,74.88
2018-01-25,283.3,168.26,159.03,124.05,127.97,79.97,74.59
2018-01-26,286.58,170.84,159.6,123.59,128.07,79.69,75.25
2018-01-29,284.68,170.01,158.7,122.73,127.35,78.62,74.56
2018-01-30,281.76,168.61,157.18,122.01,126.8,78.05,73.94
2018-01-31,281.9,169.31,156.36,122.73,127.65,79.45,73.84
2018-02-01,281.58,167.87,156.85,120.7,128.07,77.74,74.05
2018-02-02,275.45,164.52,153.83,119.58,126.39,77.08,72.55
2018-02-05,263.93,158.04,147.92,120.71,126.71,74.79,69.51
2018-02-06,269.13,162.22,149.69,119.96,125.38,74.8,70.88
2018-02-07,267.67,160.13,149.84,118.82,124.79,74.48,70.13
2018-02-08,257.63,153.37,145.44,118.69,124.98,72.34,68.3
2018-02-09,261.5,156.02,146.77,117.94,124.77,74.15,68.59
2018-02-12,265.34,158.79,148.16,118.46,125.37,74.18,69.64
2018-02-13,266.0,159.61,148.48,118.99,126.08,74.7,69.43
2018-02-14,269.59,162.59,151.15,117.67,128.23,74.16,70.66
2018-02-15,273.03,165.61,152.8,118.07,128.38,74.88,71.1
2018-02-16,273.11,164.87,153.34,118.71,127.96,75.29,71.42
2018-02-20,271.4,165.2,152.08,118.19,126.24,74.4,70.75
2018-02-21,270.05,164.73,152.24,116.74,125.66,72.93,70.41
2018-02-22,270.4,164.71,152.0,117.09,126.3,73.76,70.78
2018-02-23,274.71,168.08,153.98,118.13,126.14,74.94,71.34
2018-02-26,277.9,170.31,154.99,118.17,126.45,75.15,72.01
2018-02-27,274.43,168.2,152.76,118.0,125.13,73.4,70.94
